time,lat,lon,alt,speed,Current,RSSI,ECIO,IO,SINR,RSRQ,SNR,RSRP,PCID
2021-06-17T08:05:16.000Z,35.387787109,139.429725033,86.626,1.327,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,8.4,-76.0,163.0
2021-06-17T08:05:23.000Z,35.387794456,139.429725033,87.205,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,7.2,-76.0,163.0
2021-06-17T08:05:24.000Z,35.387794456,139.429725033,87.205,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,6.2,-76.0,163.0
2021-06-17T08:05:28.000Z,35.387794456,139.429725033,87.205,0.176,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,6.4,-76.0,163.0
2021-06-17T08:05:35.000Z,35.387794456,139.429725033,87.205,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.6,-76.0,163.0
2021-06-17T08:05:36.000Z,35.387794456,139.429725033,87.205,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:05:40.000Z,35.387794456,139.429725033,87.205,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,3.0,-76.0,163.0
2021-06-17T08:05:47.000Z,35.387801804,139.429725033,87.784,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.8,-76.0,163.0
2021-06-17T08:05:48.000Z,35.387801804,139.429725033,87.784,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:05:52.000Z,35.387790492,139.429732191,87.824,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:05:59.000Z,35.387775773,139.429729786,90.123,0.404,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.2,-76.0,163.0
2021-06-17T08:06:00.000Z,35.387783121,139.429729786,90.702,0.408,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.6,-76.0,163.0
2021-06-17T08:06:04.000Z,35.387779726,139.429721426,91.233,0.539,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:06:11.000Z,35.387779726,139.429721426,91.233,0.196,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.6,-76.0,163.0
2021-06-17T08:06:12.000Z,35.387779726,139.429721426,91.233,0.268,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:06:16.000Z,35.387765018,139.429720224,91.803,0.267,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:06:23.000Z,35.387772378,139.429721426,90.654,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-3.8,-76.0,163.0
2021-06-17T08:06:24.000Z,35.387772378,139.429721426,90.654,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.6,-76.0,163.0
2021-06-17T08:06:28.000Z,35.387761054,139.429727382,92.422,0.102,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:06:35.000Z,35.387761054,139.429727382,92.422,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.4,-76.0,163.0
2021-06-17T08:06:36.000Z,35.387765018,139.429720224,91.803,0.176,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.0,-76.0,163.0
2021-06-17T08:06:40.000Z,35.387765018,139.429720224,91.803,0.271,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:06:47.000Z,35.387765018,139.429720224,91.803,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.0,-76.0,163.0
2021-06-17T08:06:48.000Z,35.387765018,139.429720224,91.803,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:06:52.000Z,35.387772366,139.429720224,92.382,0.622,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:06:59.000Z,35.387791027,139.429713066,92.921,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:07:00.000Z,35.387791027,139.429713066,92.921,0.273,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.4,-76.0,163.0
2021-06-17T08:07:04.000Z,35.387791027,139.429713066,92.921,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.8,-76.0,163.0
2021-06-17T08:07:11.000Z,35.387787062,139.429720224,93.54,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,3.0,-76.0,163.0
2021-06-17T08:07:12.000Z,35.387787062,139.429720224,93.54,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:07:16.000Z,35.387754253,139.429709459,95.211,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.2,-76.0,163.0
2021-06-17T08:07:23.000Z,35.387761612,139.429710661,94.062,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.8,-76.0,163.0
2021-06-17T08:07:24.000Z,35.387761612,139.429710661,94.062,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:07:28.000Z,35.387761612,139.429710661,94.062,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:07:35.000Z,35.387761612,139.429710661,94.062,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:07:36.000Z,35.387761612,139.429710661,94.062,0.102,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.0,-76.0,163.0
2021-06-17T08:07:40.000Z,35.387761612,139.429710661,94.062,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.8,-76.0,163.0
2021-06-17T08:07:47.000Z,35.387765007,139.429719022,93.532,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.2,-76.0,163.0
2021-06-17T08:07:48.000Z,35.387765007,139.429719022,93.532,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.4,-76.0,163.0
2021-06-17T08:07:52.000Z,35.387757647,139.429717819,94.681,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.0,-76.0,163.0
2021-06-17T08:07:59.000Z,35.387761612,139.429710661,94.062,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:08:00.000Z,35.38776896,139.429710661,94.641,0.102,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.0,-76.0,163.0
2021-06-17T08:08:04.000Z,35.387779703,139.429719022,94.69,1.035,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:08:11.000Z,35.387831161,139.429721426,95.286,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.6,-76.0,163.0
2021-06-17T08:08:12.000Z,35.387831161,139.429721426,95.286,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:08:16.000Z,35.387812489,139.429727382,96.476,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.0,-76.0,163.0
2021-06-17T08:08:23.000Z,35.387812489,139.429727382,96.476,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.2,-76.0,163.0
2021-06-17T08:08:24.000Z,35.387812489,139.429727382,96.476,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:08:28.000Z,35.387812489,139.429727382,96.476,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.8,-76.0,163.0
2021-06-17T08:08:35.000Z,35.387812489,139.429727382,96.476,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:08:36.000Z,35.387819837,139.429727382,97.055,0.271,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.6,-76.0,163.0
2021-06-17T08:08:40.000Z,35.387823232,139.429735743,96.525,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.0,-76.0,163.0
2021-06-17T08:08:47.000Z,35.387827185,139.429727382,97.634,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.0,-76.0,163.0
2021-06-17T08:08:48.000Z,35.387819837,139.429727382,97.055,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:08:52.000Z,35.387793817,139.429733338,97.666,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-3.8,-76.0,163.0
2021-06-17T08:08:59.000Z,35.387778539,139.429747655,98.325,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:09:00.000Z,35.387779109,139.429732136,98.236,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.4,-76.0,163.0
2021-06-17T08:09:04.000Z,35.387753089,139.429738092,98.847,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:09:11.000Z,35.38774573,139.42973689,99.996,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.4,-76.0,163.0
2021-06-17T08:09:12.000Z,35.38774573,139.42973689,99.996,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:09:16.000Z,35.387741765,139.429744048,100.615,0.204,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:09:23.000Z,35.38774573,139.42973689,99.996,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.0,-76.0,163.0
2021-06-17T08:09:24.000Z,35.38774573,139.42973689,99.996,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.6,-76.0,163.0
2021-06-17T08:09:28.000Z,35.38774573,139.42973689,99.996,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.8,-76.0,163.0
2021-06-17T08:09:35.000Z,35.38774573,139.42973689,99.996,0.271,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:09:36.000Z,35.38774573,139.42973689,99.996,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:09:40.000Z,35.387741765,139.429744048,100.615,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:09:47.000Z,35.387741765,139.429744048,100.615,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.0,-76.0,163.0
2021-06-17T08:09:48.000Z,35.387741765,139.429744048,100.615,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.0,-76.0,163.0
2021-06-17T08:09:52.000Z,35.387741765,139.429744048,100.615,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:09:59.000Z,35.387753078,139.42973689,100.575,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:10:00.000Z,35.387749113,139.429744048,101.195,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:10:04.000Z,35.387749113,139.429744048,101.195,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.0,-76.0,163.0
2021-06-17T08:10:11.000Z,35.387749113,139.429744048,101.195,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.6,-76.0,163.0
2021-06-17T08:10:12.000Z,35.387756461,139.429744048,101.774,0.408,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:10:16.000Z,35.387753066,139.429735688,102.304,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:10:23.000Z,35.387757031,139.429728529,101.685,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.2,-76.0,163.0
2021-06-17T08:10:24.000Z,35.387753066,139.429735688,102.304,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:10:28.000Z,35.387753066,139.429735688,102.304,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:10:35.000Z,35.387757031,139.429728529,101.685,0.106,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.0,-76.0,163.0
2021-06-17T08:10:36.000Z,35.387757031,139.429728529,101.685,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:10:40.000Z,35.387753636,139.429720169,102.215,0.098,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:10:47.000Z,35.387757031,139.429728529,101.685,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:10:48.000Z,35.387757031,139.429728529,101.685,0.273,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.8,-76.0,163.0
2021-06-17T08:10:52.000Z,35.387757031,139.429728529,101.685,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.0,-76.0,163.0
2021-06-17T08:10:59.000Z,35.387757031,139.429728529,101.685,0.106,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:11:00.000Z,35.387757031,139.429728529,101.685,0.369,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.2,-76.0,163.0
2021-06-17T08:11:04.000Z,35.387757031,139.429728529,101.685,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:11:11.000Z,35.387757031,139.429728529,101.685,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.4,-76.0,163.0
2021-06-17T08:11:12.000Z,35.387764379,139.429728529,102.264,0.268,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.2,-76.0,163.0
2021-06-17T08:11:16.000Z,35.387768344,139.429721371,101.644,0.176,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.0,-76.0,163.0
2021-06-17T08:11:23.000Z,35.387768344,139.429721371,101.644,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:11:24.000Z,35.387768344,139.429721371,101.644,0.306,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:11:28.000Z,35.387768344,139.429721371,101.644,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.2,-76.0,163.0
2021-06-17T08:11:35.000Z,35.387768344,139.429721371,101.644,0.371,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:11:36.000Z,35.387768344,139.429721371,101.644,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:11:40.000Z,35.387779086,139.429729732,101.693,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.8,-76.0,163.0
2021-06-17T08:11:47.000Z,35.387779086,139.429729732,101.693,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:11:48.000Z,35.387779086,139.429729732,101.693,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.4,-76.0,163.0
2021-06-17T08:11:52.000Z,35.387768344,139.429721371,101.644,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,2.2,-76.0,163.0
2021-06-17T08:11:59.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.2,-76.0,163.0
2021-06-17T08:12:00.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:12:04.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.6,-76.0,163.0
2021-06-17T08:12:11.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.4,-76.0,163.0
2021-06-17T08:12:12.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:12:16.000Z,35.387753636,139.429720169,102.215,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.8,-76.0,163.0
2021-06-17T08:12:23.000Z,35.387753636,139.429720169,102.215,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.0,-76.0,163.0
2021-06-17T08:12:24.000Z,35.387764949,139.429713011,102.175,0.409,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.4,-76.0,163.0
2021-06-17T08:12:28.000Z,35.387749672,139.429727327,102.834,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:12:35.000Z,35.387749672,139.429727327,102.834,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.8,-76.0,163.0
2021-06-17T08:12:36.000Z,35.387749672,139.429727327,102.834,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.6,-76.0,163.0
2021-06-17T08:12:40.000Z,35.387749672,139.429727327,102.834,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.4,-76.0,163.0
2021-06-17T08:12:47.000Z,35.387749672,139.429727327,102.834,0.278,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-3.0,-76.0,163.0
2021-06-17T08:12:48.000Z,35.387749672,139.429727327,102.834,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.6,-76.0,163.0
2021-06-17T08:12:52.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-3.4,-76.0,163.0
2021-06-17T08:12:59.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:13:00.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-4.0,-76.0,163.0
2021-06-17T08:13:04.000Z,35.387745718,139.429735688,101.725,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.6,-76.0,163.0
2021-06-17T08:13:11.000Z,35.387742324,139.429727327,102.255,0.353,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:13:12.000Z,35.387742324,139.429727327,102.255,0.208,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:13:16.000Z,35.387742324,139.429727327,102.255,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.2,-76.0,163.0
2021-06-17T08:13:23.000Z,35.387742324,139.429727327,102.255,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:13:24.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-3.8,-76.0,163.0
2021-06-17T08:13:28.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.2,-76.0,163.0
2021-06-17T08:13:35.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:13:36.000Z,35.387742324,139.429727327,102.255,0.0,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:13:40.000Z,35.387738359,139.429734485,102.874,0.265,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:13:47.000Z,35.387749672,139.429727327,102.834,0.176,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.8,-76.0,163.0
2021-06-17T08:13:48.000Z,35.387749672,139.429727327,102.834,0.177,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-1.0,-76.0,163.0
2021-06-17T08:13:52.000Z,35.387742324,139.429727327,102.255,0.665,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-2.2,-76.0,163.0
2021-06-17T08:13:59.000Z,35.387645105,139.429671208,96.718,1.683,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,-0.6,-76.0,163.0
2021-06-17T08:14:00.000Z,35.387630409,139.429671208,95.56,1.432,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,1.4,-76.0,163.0
2021-06-17T08:14:04.000Z,35.387653662,139.429647384,86.748,0.973,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,0.8,-76.0,163.0
2021-06-17T08:14:11.000Z,35.387656602,139.429683285,69.02,0.595,-43.0,-43.0,-2.5,-106.0,9.0,-13.0,9.0,-68.0,163.0
2021-06-17T08:14:12.000Z,35.387649266,139.429684487,66.713,0.46,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,6.4,-75.0,163.0
2021-06-17T08:14:16.000Z,35.387646499,139.429666619,58.511,0.149,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,12.0,-82.0,163.0
2021-06-17T08:14:23.000Z,35.387631314,139.429690553,45.342,0.397,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,13.6,-75.0,163.0
2021-06-17T08:14:24.000Z,35.38762736,139.429698914,44.232,0.377,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,15.4,-75.0,163.0
2021-06-17T08:14:28.000Z,35.387605328,139.429700116,40.766,0.468,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,15.6,-75.0,163.0
2021-06-17T08:14:35.000Z,35.387583272,139.429698914,40.758,0.415,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,17.6,-75.0,163.0
2021-06-17T08:14:36.000Z,35.387586667,139.429707274,40.227,0.376,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,17.2,-75.0,163.0
2021-06-17T08:14:40.000Z,35.387608722,139.429708476,40.236,0.353,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,16.4,-75.0,163.0
2021-06-17T08:14:47.000Z,35.387600804,139.429723995,39.746,0.353,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,14.8,-75.0,163.0
2021-06-17T08:14:48.000Z,35.387593445,139.429722793,40.895,0.268,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,15.8,-75.0,163.0
2021-06-17T08:14:52.000Z,35.38759684,139.429731154,40.365,0.177,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,17.8,-75.0,163.0
2021-06-17T08:14:59.000Z,35.38761493,139.429739514,40.993,0.177,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,17.0,-75.0,163.0
2021-06-17T08:15:00.000Z,35.387629638,139.429740716,40.423,0.098,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,17.0,-75.0,163.0
2021-06-17T08:15:04.000Z,35.387658471,139.429757437,41.1,0.0,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,15.4,-75.0,163.0
2021-06-17T08:15:11.000Z,35.387669784,139.429750279,41.06,0.176,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,16.4,-75.0,163.0
2021-06-17T08:15:12.000Z,35.387681097,139.429743121,41.019,0.098,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,16.4,-75.0,163.0
2021-06-17T08:15:16.000Z,35.387703152,139.429744323,41.028,0.274,-49.0,-49.0,-2.5,-106.0,9.0,-8.0,14.2,-75.0,163.0
2021-06-17T08:15:23.000Z,35.387714465,139.429737165,40.988,0.0,-48.0,-48.0,-2.5,-106.0,9.0,-8.0,17.0,-80.0,163.0
2021-06-17T08:15:24.000Z,35.387714465,139.429737165,40.988,0.0,-48.0,-48.0,-2.5,-106.0,9.0,-8.0,16.4,-80.0,163.0
2021-06-17T08:15:28.000Z,35.387699758,139.429735962,41.558,0.0,-48.0,-48.0,-2.5,-106.0,9.0,-8.0,16.6,-80.0,163.0
